1 55 70 
1 58 76 
1 59 78 
1 60 80 
1 61 82 
1 62 84 
1 53 67 
2 53 67 
4 55 71 
2 56 73 
1 58 77 
1 62 85 
2 63 87 
1 63 87 
2 63 87 
1 64 89 
1 67 95 
1 71 103 
1 75 111 
1 76 113 
1 77 115 
1 77 115 
1 79 119 
1 80 121 
1 82 125 
2 88 137 
1 95 151 
1 102 165 
2 106 173 
1 117 195 
1 124 209 
2 129 219 
2 134 229 
1 135 231 
1 182 325 
1 245 451 
1 45 52 
1 135 232 
1 135 232 
2 137 236 
1 137 236 
1 139 240 
1 149 260 
1 155 272 
2 158 278 
1 159 280 
1 160 282 
3 163 288 
2 170 302 
1 173 308 
1 210 382 
1 472 906 
1 42 47 
1 42 47 
1 42 47 
2 42 47 
2 44 51 
2 44 51 
1 46 55 
3 46 55 
1 47 57 
2 87 137 
1 98 159 
2 141 245 
1 158 279 
3 43 50 
1 47 58 
1 47 58 
3 47 58 
1 47 58 
1 48 60 
1 48 60 
3 49 62 
1 49 62 
3 49 62 
3 50 64 
1 50 64 
3 57 78 
1 58 80 
2 59 82 
1 61 86 
1 62 88 
1 63 90 
1 64 92 
1 70 104 
1 72 108 
10 42 49 
1 45 55 
1 51 67 
1 51 67 
1 53 71 
1 63 91 
1 70 105 
1 70 105 
1 71 107 
1 72 109 
1 74 113 
1 77 119 
1 79 123 
1 81 127 
1 89 143 
1 94 153 
1 98 161 
1 99 163 
1 108 181 
1 41 48 
1 41 48 
1 42 50 
3 42 50 
3 43 52 
2 43 52 
3 43 52 
1 43 52 
3 43 52 
1 44 54 
1 44 54 
2 45 56 
4 45 56 
1 46 58 
4 46 58 
5 47 60 
4 47 60 
4 48 62 
1 48 62 
2 49 64 
1 108 182 
2 108 182 
2 114 194 
1 123 212 
4 128 222 
1 162 290 
1 173 312 
1 242 450 
1 36 39 
1 39 45 
5 39 45 
1 40 47 
1 45 57 
1 46 59 
2 47 61 
1 49 65 
1 49 65 
1 51 69 
4 52 71 
2 54 75 
1 54 75 
1 55 77 
2 61 89 
2 62 91 
1 63 93 
1 67 101 
1 67 101 
1 73 113 
1 73 113 
5 50 68 
1 75 118 
2 96 161 
4 35 40 
3 36 42 
2 36 42 
1 36 42 
2 36 42 
3 37 44 
3 37 44 
3 37 44 
5 38 46 
6 38 46 
3 38 46 
4 38 46 
2 38 46 
2 39 48 
1 39 48 
6 40 50 
4 42 54 
4 42 54 
1 62 94 
1 63 96 
7 64 98 
3 65 100 
2 75 120 
1 78 126 
2 78 126 
3 94 158 
1 96 162 
2 97 164 
2 98 166 
2 112 194 
2 115 200 
5 231 432 
2 234 438 
2 32 35 
1 32 35 
1 32 35 
1 33 37 
1 33 37 
3 33 37 
3 35 41 
2 35 41 
1 37 45 
1 37 45 
2 38 47 
3 38 47 
2 38 47 
1 38 47 
5 39 49 
2 39 49 
1 39 49 
1 40 51 
6 41 53 
4 41 53 
5 41 53 
5 42 55 
1 46 63 
1 47 65 
1 51 73 
1 52 75 
1 52 75 
1 53 77 
3 53 77 
1 53 77 
1 53 77 
1 91 153 
2 127 225 
2 142 255 
1 235 441 
1 236 443 
8 790 1551 
1 29 30 
1 29 30 
3 29 30 
1 30 32 
1 30 32 
1 31 34 
3 31 34 
4 31 34 
1 31 34 
8 35 42 
1 29 31 
3 30 33 
3 31 35 
3 31 35 
1 32 37 
3 32 37 
4 32 37 
3 32 37 
1 33 39 
3 33 39 
2 34 41 
1 34 41 
2 35 43 
2 35 43 
1 35 43 
2 35 43 
2 35 43 
5 37 47 
2 37 47 
1 41 55 
1 41 55 
1 41 55 
1 42 57 
2 43 59 
1 46 65 
1 47 67 
3 49 71 
2 51 75 
3 57 87 
1 58 89 
1 74 121 
1 78 129 
3 91 155 
1 100 173 
2 103 179 
1 108 189 
1 108 189 
1 123 219 
1 124 221 
3 128 229 
1 132 237 
1 142 257 
1 210 393 
1 27 28 
1 28 30 
4 28 30 
1 29 32 
3 29 32 
1 31 36 
2 31 36 
5 32 38 
3 33 40 
2 33 40 
5 33 40 
4 34 42 
3 34 42 
1 35 44 
1 35 44 
1 35 44 
1 36 46 
3 37 48 
1 37 48 
1 37 48 
1 37 48 
1 37 48 
2 38 50 
1 38 50 
1 38 50 
1 38 50 
1 39 52 
1 39 52 
2 39 52 
2 40 54 
1 42 58 
1 50 74 
3 57 88 
1 61 96 
1 64 102 
1 64 102 
2 41 57 
5 41 57 
3 43 61 
4 44 63 
5 44 63 
1 45 65 
5 48 71 
3 48 71 
3 51 77 
3 61 97 
2 71 117 
3 77 129 
4 91 157 
3 100 175 
4 149 273 
4 216 407 
3 438 851 
2 25 26 
4 25 26 
3 25 26 
1 26 28 
1 28 32 
3 30 36 
9 34 44 
1 40 56 
3 41 58 
1 48 72 
4 49 74 
1 52 80 
4 55 86 
2 57 90 
4 59 94 
1 60 96 
1 60 96 
1 62 100 
1 65 106 
3 67 110 
4 71 118 
1 85 146 
3 89 154 
1 25 27 
4 25 27 
4 26 29 
4 26 29 
1 27 31 
4 27 31 
4 27 31 
5 27 31 
4 27 31 
5 27 31 
4 28 33 
5 28 33 
5 28 33 
5 29 35 
3 29 35 
3 29 35 
1 30 37 
1 36 49 
1 37 51 
3 38 53 
1 38 53 
1 38 53 
3 39 55 
3 46 69 
3 48 73 
4 96 169 
2 96 169 
1 99 175 
1 99 175 
3 100 177 
1 100 177 
1 100 177 
1 116 209 
1 120 217 
1 212 401 
2 24 26 
2 24 26 
2 24 26 
1 25 28 
4 25 28 
1 25 28 
1 27 32 
2 28 34 
4 28 34 
5 30 38 
2 30 38 
4 30 38 
4 31 40 
3 32 42 
1 34 46 
1 34 46 
3 34 46 
1 34 46 
1 34 46 
2 35 48 
1 35 48 
1 35 48 
1 35 48 
1 22 23 
4 22 23 
1 23 25 
1 23 25 
2 24 27 
1 24 27 
1 25 29 
1 25 29 
5 25 29 
6 25 29 
2 26 31 
1 27 33 
6 27 33 
2 27 33 
1 28 35 
6 28 35 
3 28 35 
2 29 37 
2 29 37 
3 30 39 
1 30 39 
1 31 41 
1 31 41 
5 31 41 
1 31 41 
3 35 49 
1 35 49 
1 36 51 
1 36 51 
2 37 53 
1 38 55 
2 41 61 
3 42 63 
2 42 63 
2 42 63 
2 43 65 
2 44 67 
4 44 67 
3 50 79 
5 51 81 
3 51 81 
1 54 87 
3 57 93 
1 65 109 
3 66 111 
1 69 117 
3 76 131 
2 76 131 
4 79 137 
3 81 141 
1 116 211 
1 120 219 
1 123 225 
3 141 261 
3 367 713 
1 21 22 
5 21 22 
1 22 24 
2 22 24 
2 22 24 
2 22 24 
2 22 24 
1 22 24 
6 22 24 
4 23 26 
2 23 26 
2 23 26 
2 23 26 
1 23 26 
4 23 26 
4 23 26 
3 23 26 
3 24 28 
3 24 28 
3 24 28 
5 24 28 
10 25 30 
5 25 30 
4 25 30 
4 26 32 
4 26 32 
5 26 32 
3 26 32 
4 28 36 
6 30 40 
5 35 50 
5 63 106 
2 76 132 
3 81 142 
2 87 154 
3 88 156 
3 100 180 
1 102 184 
1 19 19 
1 20 21 
5 20 21 
5 20 21 
3 21 23 
1 22 25 
3 22 25 
4 23 27 
3 24 29 
6 24 29 
6 24 29 
5 24 29 
5 24 29 
2 25 31 
4 25 31 
4 26 33 
5 26 33 
5 26 33 
3 28 37 
2 30 41 
2 30 41 
2 31 43 
5 33 47 
2 33 47 
2 33 47 
3 35 51 
3 36 53 
3 46 73 
4 46 73 
2 47 75 
3 49 79 
2 53 87 
3 56 93 
4 66 113 
2 66 113 
3 83 147 
1 84 149 
2 129 239 
1 18 18 
3 19 20 
4 19 20 
4 19 20 
3 19 20 
1 20 22 
2 20 22 
1 20 22 
1 20 22 
1 20 22 
3 20 22 
1 21 24 
1 21 24 
3 21 24 
5 21 24 
3 21 24 
5 21 24 
2 22 26 
1 22 26 
4 22 26 
1 22 26 
1 22 26 
1 22 26 
3 22 26 
6 22 26 
5 22 26 
4 23 28 
5 23 28 
4 23 28 
5 23 28 
3 24 30 
3 24 30 
1 24 30 
4 24 30 
5 25 32 
1 25 32 
4 25 32 
2 25 32 
4 25 32 
4 26 34 
1 27 36 
3 27 36 
3 27 36 
1 28 38 
4 29 40 
3 30 42 
4 30 42 
1 32 46 
1 32 46 
5 35 52 
3 38 58 
1 39 60 
4 41 64 
1 43 68 
1 50 82 
3 50 82 
3 55 92 
1 57 96 
3 59 100 
1 60 102 
3 64 110 
4 72 126 
1 78 138 
5 93 168 
3 102 186 
1 140 262 
3 18 19 
1 18 19 
1 18 19 
1 18 19 
1 19 21 
1 19 21 
1 19 21 
1 19 21 
1 19 21 
1 19 21 
3 19 21 
4 19 21 
6 19 21 
6 19 21 
1 20 23 
3 20 23 
2 20 23 
3 20 23 
5 20 23 
1 21 25 
3 21 25 
2 21 25 
1 21 25 
5 21 25 
3 21 25 
4 21 25 
1 22 27 
2 23 29 
1 24 31 
3 25 33 
1 25 33 
3 25 33 
1 25 33 
3 25 33 
1 26 35 
2 27 37 
2 27 37 
2 29 41 
1 29 41 
2 30 43 
1 30 43 
2 34 51 
6 36 55 
5 37 57 
2 51 85 
6 438 859 
1 17 18 
1 17 18 
4 17 18 
1 19 22 
2 19 22 
1 19 22 
1 19 22 
1 19 22 
3 20 24 
3 20 24 
5 20 24 
2 21 26 
4 21 26 
5 21 26 
5 21 26 
5 22 28 
3 22 28 
3 22 28 
2 23 30 
2 23 30 
2 23 30 
2 23 30 
3 24 32 
3 24 32 
4 24 32 
2 25 34 
3 26 36 
3 27 38 
2 28 40 
2 28 40 
3 30 44 
3 33 50 
3 33 50 
3 35 54 
4 36 56 
6 37 58 
3 42 68 
4 43 70 
3 47 78 
3 48 80 
3 50 84 
3 53 90 
3 62 108 
3 115 214 
5 153 290 
2 160 304 
2 16 17 
2 16 17 
1 16 17 
2 16 17 
1 17 19 
3 17 19 
5 17 19 
3 17 19 
4 17 19 
4 17 19 
3 18 21 
5 18 21 
2 18 21 
2 18 21 
3 18 21 
4 18 21 
1 19 23 
2 19 23 
1 19 23 
2 19 23 
2 19 23 
6 19 23 
1 20 25 
1 20 25 
4 20 25 
5 20 25 
4 20 25 
3 20 25 
5 20 25 
1 21 27 
3 22 29 
3 22 29 
4 22 29 
4 23 31 
1 23 31 
1 24 33 
1 25 35 
5 26 37 
5 27 39 
1 28 41 
1 28 41 
3 28 41 
2 30 45 
5 31 47 
4 33 51 
2 40 65 
4 45 75 
1 54 93 
1 62 109 
1 101 187 
2 143 271 
4 15 16 
3 15 16 
2 15 16 
1 16 18 
3 16 18 
3 16 18 
4 16 18 
3 17 20 
3 17 20 
6 17 20 
4 17 20 
1 18 22 
5 18 22 
3 19 24 
4 19 24 
5 19 24 
4 19 24 
5 19 24 
4 19 24 
5 20 26 
6 20 26 
4 20 26 
2 21 28 
1 21 28 
1 21 28 
4 21 28 
5 21 28 
5 21 28 
5 21 28 
5 22 30 
4 22 30 
5 22 30 
5 22 30 
3 22 30 
4 22 30 
2 23 32 
5 23 32 
2 26 38 
1 27 40 
2 27 40 
3 28 42 
5 28 42 
2 29 44 
2 29 44 
3 31 48 
5 34 54 
6 36 58 
1 37 60 
4 40 66 
1 43 72 
3 44 74 
2 44 74 
2 46 78 
2 49 84 
4 53 92 
3 53 92 
4 54 94 
1 58 102 
2 59 104 
2 61 108 
4 61 108 
5 67 120 
1 71 128 
5 84 154 
2 103 192 
5 106 198 
5 134 254 
3 136 258 
5 14 15 
4 14 15 
3 14 15 
3 14 15 
5 14 15 
5 14 15 
1 15 17 
3 15 17 
3 15 17 
2 15 17 
1 16 19 
1 16 19 
1 16 19 
1 16 19 
2 16 19 
5 16 19 
4 16 19 
3 16 19 
5 16 19 
5 16 19 
3 17 21 
1 17 21 
1 17 21 
3 17 21 
6 17 21 
1 18 23 
3 18 23 
5 18 23 
1 18 23 
4 18 23 
5 18 23 
1 19 25 
1 19 25 
2 19 25 
4 19 25 
1 20 27 
6 20 27 
2 20 27 
2 20 27 
4 20 27 
3 21 29 
6 22 31 
4 22 31 
2 22 31 
6 23 33 
2 23 33 
2 23 33 
1 23 33 
3 23 33 
1 24 35 
4 25 37 
3 25 37 
3 28 43 
3 28 43 
2 28 43 
3 31 49 
4 36 59 
1 41 69 
1 42 71 
3 42 71 
3 46 79 
4 49 85 
5 52 91 
1 56 99 
3 68 123 
4 118 223 
5 130 247 
5 13 14 
1 13 14 
3 14 16 
1 14 16 
4 14 16 
5 14 16 
3 14 16 
4 14 16 
2 15 18 
1 15 18 
5 15 18 
3 15 18 
1 15 18 
2 16 20 
4 16 20 
5 16 20 
4 16 20 
5 16 20 
1 17 22 
3 17 22 
9 17 22 
1 18 24 
3 18 24 
6 18 24 
4 18 24 
2 19 26 
3 19 26 
3 19 26 
3 19 26 
5 19 26 
5 20 28 
6 20 28 
6 21 30 
3 21 30 
5 21 30 
4 21 30 
4 21 30 
3 21 30 
5 21 30 
2 22 32 
6 22 32 
3 23 34 
2 23 34 
5 23 34 
2 26 40 
5 28 44 
4 30 48 
2 33 54 
3 36 60 
4 40 68 
3 41 70 
3 45 78 
1 50 88 
1 60 108 
5 62 112 
2 64 116 
5 68 124 
4 73 134 
9 241 470 
2 12 13 
3 12 13 
4 12 13 
4 12 13 
1 14 17 
6 14 17 
5 14 17 
5 14 17 
5 14 17 
1 15 19 
1 15 19 
1 15 19 
3 15 19 
3 15 19 
2 16 21 
2 16 21 
1 17 23 
1 17 23 
4 17 23 
5 17 23 
5 17 23 
3 17 23 
4 17 23 
3 17 23 
1 18 25 
1 18 25 
5 18 25 
2 18 25 
4 18 25 
4 19 27 
2 19 27 
4 19 27 
3 20 29 
6 20 29 
3 20 29 
6 20 29 
3 21 31 
3 21 31 
3 21 31 
2 22 33 
4 22 33 
2 22 33 
9 24 37 
3 24 37 
4 24 37 
5 25 39 
3 27 43 
2 28 45 
4 31 51 
4 31 51 
3 32 53 
2 45 79 
2 49 87 
2 57 103 
1 61 111 
1 89 167 
7 180 349 
8 732 1453 
5 11 12 
5 11 12 
10 12 14 
1 12 14 
1 12 14 
5 13 16 
6 13 16 
5 13 16 
1 13 16 
7 14 18 
6 14 18 
1 14 18 
3 14 18 
3 14 18 
6 14 18 
6 14 18 
3 15 20 
5 15 20 
4 15 20 
5 15 20 
9 15 20 
2 16 22 
2 16 22 
1 16 22 
3 16 22 
5 16 22 
3 16 22 
5 17 24 
6 17 24 
4 17 24 
3 17 24 
5 17 24 
4 17 24 
4 17 24 
4 17 24 
4 17 24 
3 17 24 
1 18 26 
5 18 26 
3 18 26 
5 18 26 
2 18 26 
2 19 28 
3 19 28 
2 19 28 
5 19 28 
2 19 28 
6 19 28 
4 19 28 
5 19 28 
2 19 28 
3 20 30 
2 20 30 
3 20 30 
4 20 30 
5 20 30 
5 20 30 
2 21 32 
3 21 32 
4 21 32 
4 21 32 
3 22 34 
3 22 34 
4 22 34 
5 24 38 
5 24 38 
3 25 40 
4 25 40 
5 25 40 
3 26 42 
6 29 48 
5 29 48 
6 31 52 
4 32 54 
5 33 56 
2 40 70 
3 41 72 
2 48 86 
4 53 96 
4 65 120 
1 76 142 
1 82 154 
7 123 236 
1 136 262 
6 198 386 
1 10 11 
5 10 11 
4 10 11 
1 10 11 
1 10 11 
2 10 11 
1 11 13 
1 11 13 
1 11 13 
5 11 13 
5 11 13 
6 11 13 
3 12 15 
5 12 15 
5 12 15 
1 12 15 
6 13 17 
6 13 17 
6 14 19 
4 14 19 
2 14 19 
6 14 19 
5 14 19 
1 14 19 
1 14 19 
5 14 19 
5 14 19 
5 14 19 
1 15 21 
1 15 21 
1 15 21 
1 15 21 
5 15 21 
5 15 21 
5 15 21 
5 15 21 
7 15 21 
6 15 21 
4 15 21 
5 15 21 
1 16 23 
7 16 23 
5 16 23 
4 16 23 
4 16 23 
5 16 23 
3 16 23 
4 16 23 
3 16 23 
5 16 23 
5 16 23 
5 16 23 
4 17 25 
5 17 25 
3 17 25 
4 18 27 
2 18 27 
5 18 27 
5 18 27 
5 19 29 
5 20 31 
5 20 31 
6 21 33 
5 22 35 
6 22 35 
4 22 35 
6 24 39 
6 24 39 
5 25 41 
5 25 41 
4 33 57 
3 49 89 
6 89 169 
5 10 12 
5 10 12 
4 10 12 
1 10 12 
5 11 14 
3 11 14 
5 11 14 
5 12 16 
5 12 16 
4 12 16 
6 12 16 
4 12 16 
5 12 16 
5 12 16 
5 12 16 
5 13 18 
6 13 18 
7 13 18 
5 13 18 
4 13 18 
5 13 18 
5 13 18 
5 13 18 
3 13 18 
2 14 20 
1 14 20 
5 14 20 
5 14 20 
4 14 20 
5 14 20 
6 15 22 
6 15 22 
6 15 22 
3 15 22 
1 15 22 
4 15 22 
5 16 24 
6 16 24 
5 16 24 
5 16 24 
4 16 24 
3 16 24 
5 16 24 
4 17 26 
5 18 28 
4 18 28 
5 18 28 
2 19 30 
1 19 30 
6 19 30 
5 19 30 
5 19 30 
1 20 32 
6 21 34 
3 21 34 
5 24 40 
5 24 40 
5 26 44 
4 27 46 
5 27 46 
3 28 48 
1 7 7 
1 7 7 
1 7 7 
1 8 9 
3 9 11 
2 9 11 
5 9 11 
5 9 11 
4 9 11 
1 9 11 
1 9 11 
1 10 13 
4 10 13 
5 10 13 
1 10 13 
1 10 13 
1 10 13 
6 11 15 
6 11 15 
5 11 15 
6 11 15 
1 11 15 
1 11 15 
6 12 17 
5 12 17 
5 12 17 
3 12 17 
3 12 17 
5 12 17 
5 12 17 
1 12 17 
6 13 19 
5 13 19 
5 13 19 
4 13 19 
4 14 21 
3 14 21 
3 14 21 
2 14 21 
6 15 23 
7 15 23 
5 15 23 
5 15 23 
1 16 25 
8 16 25 
6 16 25 
1 17 27 
1 17 27 
6 18 29 
5 19 31 
4 19 31 
5 19 31 
3 20 33 
3 20 33 
1 21 35 
5 21 35 
1 22 37 
2 22 37 
4 23 39 
4 26 45 
1 33 59 
3 35 63 
5 35 63 
1 37 67 
2 43 79 
5 43 79 
1 47 87 
1 53 99 
1 58 109 
1 76 145 
3 134 261 
1 139 271 
1 6 6 
4 6 6 
4 7 8 
1 7 8 
6 7 8 
1 8 10 
1 8 10 
6 8 10 
6 8 10 
5 9 12 
5 9 12 
6 9 12 
5 9 12 
6 10 14 
6 10 14 
6 10 14 
4 11 16 
5 11 16 
5 11 16 
5 11 16 
5 11 16 
4 11 16 
5 11 16 
5 11 16 
4 12 18 
6 12 18 
5 12 18 
5 12 18 
4 12 18 
3 12 18 
4 12 18 
4 12 18 
2 12 18 
6 12 18 
5 12 18 
1 13 20 
3 13 20 
3 13 20 
9 13 20 
5 13 20 
6 13 20 
1 14 22 
6 14 22 
7 14 22 
2 14 22 
6 14 22 
3 14 22 
5 14 22 
2 14 22 
1 15 24 
6 15 24 
6 16 26 
5 16 26 
8 17 28 
5 17 28 
3 18 30 
5 22 38 
5 24 42 
4 24 42 
4 24 42 
5 25 44 
4 30 54 
3 37 68 
5 45 84 
2 5 5 
2 5 5 
3 6 7 
1 7 9 
3 7 9 
6 7 9 
7 8 11 
3 8 11 
3 8 11 
1 9 13 
1 9 13 
4 9 13 
4 10 15 
6 10 15 
4 10 15 
5 10 15 
4 10 15 
5 10 15 
6 11 17 
6 11 17 
5 11 17 
6 11 17 
6 11 17 
4 11 17 
5 12 19 
3 12 19 
6 12 19 
6 13 21 
5 13 21 
2 14 23 
6 14 23 
2 14 23 
5 14 23 
1 15 25 
5 15 25 
4 15 25 
4 16 27 
6 17 29 
3 17 29 
3 18 31 
3 19 33 
3 19 33 
3 22 39 
4 24 43 
6 29 53 
1 30 55 
3 43 81 
5 54 103 
1 56 107 
1 65 125 
9 71 137 
5 101 197 
10 506 1007 
4 4 4 
3 4 4 
5 4 4 
1 5 6 
5 6 8 
1 6 8 
5 6 8 
5 6 8 
1 7 10 
2 7 10 
6 7 10 
7 8 12 
4 8 12 
5 8 12 
6 8 12 
2 9 14 
1 9 14 
5 9 14 
6 9 14 
5 9 14 
7 9 14 
5 10 16 
7 10 16 
6 10 16 
6 10 16 
6 11 18 
5 11 18 
6 11 18 
7 11 18 
7 11 18 
5 11 18 
5 12 20 
5 12 20 
1 13 22 
6 13 22 
5 13 22 
5 13 22 
4 13 22 
4 13 22 
5 14 24 
4 14 24 
5 15 26 
5 16 28 
5 16 28 
5 18 32 
4 18 32 
7 19 34 
6 22 40 
5 23 42 
6 23 42 
6 30 56 
2 89 174 
4 4 5 
4 4 5 
5 4 5 
6 5 7 
6 6 9 
6 6 9 
9 7 11 
6 7 11 
5 7 11 
6 8 13 
5 8 13 
1 8 13 
6 9 15 
4 9 15 
6 9 15 
6 9 15 
7 9 15 
6 9 15 
5 9 15 
6 9 15 
6 9 15 
4 10 17 
7 10 17 
6 10 17 
6 10 17 
5 10 17 
6 10 17 
5 10 17 
9 10 17 
4 10 17 
6 11 19 
6 11 19 
6 11 19 
6 11 19 
6 12 21 
2 12 21 
6 12 21 
6 12 21 
6 13 23 
5 14 25 
5 14 25 
6 15 27 
6 15 27 
5 17 31 
5 17 31 
3 18 33 
4 20 37 
5 34 65 
5 98 193 
10 2 2 
10 2 2 
10 2 2 
3 2 2 
9 3 4 
1 4 6 
6 4 6 
4 4 6 
6 4 6 
6 4 6 
4 4 6 
7 5 8 
5 6 10 
1 6 10 
6 6 10 
6 7 12 
6 7 12 
6 7 12 
6 7 12 
6 7 12 
6 7 12 
6 8 14 
6 9 16 
6 9 16 
6 9 16 
6 9 16 
6 9 16 
6 9 16 
5 9 16 
6 10 18 
5 10 18 
5 11 20 
5 11 20 
5 12 22 
5 12 22 
7 14 26 
5 15 28 
9 16 30 
5 17 32 
6 18 34 
4 19 36 
1 20 38 
1 20 38 
6 21 40 
5 23 44 
4 28 54 
5 32 62 
5 33 64 
5 34 66 
4 35 68 
4 1 1 
4 2 3 
4 2 3 
3 3 5 
4 3 5 
4 3 5 
5 3 5 
3 3 5 
4 3 5 
4 3 5 
5 4 7 
9 4 7 
5 4 7 
3 4 7 
6 4 7 
1 5 9 
5 5 9 
5 5 9 
5 5 9 
5 6 11 
4 6 11 
5 7 13 
6 7 13 
7 7 13 
7 7 13 
7 7 13 
9 7 13 
7 7 13 
5 7 13 
6 7 13 
5 7 13 
6 7 13 
6 7 13 
6 8 15 
7 8 15 
5 8 15 
6 8 15 
6 9 17 
5 9 17 
6 9 17 
5 9 17 
6 10 19 
6 10 19 
6 10 19 
7 10 19 
7 10 19 
6 10 19 
7 11 21 
5 11 21 
6 11 21 
6 11 21 
8 12 23 
3 13 25 
3 13 25 
4 14 27 
5 17 33 
4 18 35 
5 18 35 
1 19 37 
7 20 39 
4 20 39 
7 51 101 
3 60 119 
5 62 123 
3 3 6 
6 4 8 
6 4 8 
6 4 8 
4 4 8 
6 4 8 
7 5 10 
2 5 10 
6 5 10 
6 5 10 
7 5 10 
4 5 10 
6 5 10 
6 5 10 
6 5 10 
6 5 10 
6 5 10 
6 5 10 
6 6 12 
7 6 12 
7 6 12 
8 6 12 
5 6 12 
5 6 12 
5 6 12 
6 6 12 
7 7 14 
6 7 14 
7 7 14 
5 7 14 
7 7 14 
7 7 14 
4 7 14 
4 8 16 
6 8 16 
5 8 16 
5 9 18 
6 9 18 
2 10 20 
6 12 24 
6 13 26 
6 14 28 
6 17 34 
7 17 34 
6 19 38 
6 20 40 
2 26 52 
4 26 52 
6 28 56 
6 28 56 
1 37 74 
5 54 108 
6 0 1 
6 0 1 
7 2 5 
7 2 5 
7 2 5 
7 2 5 
6 2 5 
6 3 7 
6 3 7 
6 3 7 
4 3 7 
6 4 9 
6 4 9 
6 4 9 
7 4 9 
6 4 9 
3 4 9 
6 4 9 
6 5 11 
7 5 11 
6 5 11 
6 5 11 
7 6 13 
6 6 13 
6 6 13 
7 6 13 
6 6 13 
6 6 13 
5 6 13 
6 6 13 
6 6 13 
7 6 13 
6 6 13 
6 6 13 
6 6 13 
7 6 13 
6 6 13 
7 6 13 
7 6 13 
6 6 13 
6 6 13 
6 6 13 
6 6 13 
6 6 13 
6 7 15 
6 7 15 
7 7 15 
6 7 15 
6 7 15 
6 7 15 
8 7 15 
7 7 15 
6 7 15 
6 7 15 
6 7 15 
6 7 15 
7 8 17 
6 8 17 
6 8 17 
7 8 17 
8 8 17 
7 8 17 
6 8 17 
6 8 17 
6 8 17 
6 8 17 
8 9 19 
5 9 19 
6 9 19 
2 10 21 
4 10 21 
2 11 23 
2 14 29 
3 18 37 
5 22 45 
5 23 47 
1 51 103 
1 54 109 
2 59 119 
7 60 121 
7 1 4 
3 2 6 
6 3 8 
5 3 8 
6 3 8 
7 3 8 
6 3 8 
6 4 10 
6 4 10 
7 4 10 
7 4 10 
7 4 10 
7 4 10 
7 4 10 
7 4 10 
7 4 10 
6 4 10 
7 4 10 
4 5 12 
7 5 12 
7 5 12 
7 5 12 
6 5 12 
6 5 12 
7 5 12 
7 5 12 
4 5 12 
7 5 12 
6 5 12 
7 5 12 
7 5 12 
7 5 12 
7 5 12 
6 5 12 
6 5 12 
6 6 14 
7 6 14 
6 6 14 
7 6 14 
6 6 14 
6 6 14 
6 6 14 
6 6 14 
7 6 14 
7 6 14 
6 6 14 
6 6 14 
6 6 14 
6 7 16 
6 7 16 
7 7 16 
7 7 16 
7 7 16 
6 8 18 
5 8 18 
5 8 18 
7 8 18 
7 8 18 
5 9 20 
7 9 20 
6 10 22 
7 10 22 
5 10 22 
6 11 24 
1 12 26 
8 12 26 
8 12 26 
6 12 26 
6 14 30 
6 15 32 
6 15 32 
6 16 34 
6 16 34 
10 17 36 
6 19 40 
2 24 50 
2 27 56 
1 36 74 
7 0 3 
6 0 3 
6 1 5 
8 1 5 
8 1 5 
6 1 5 
